activity_date,project_name,txns,daa,wau,mau,m2_retention,new_maa,percent_new
2024-01-01,LiNEAR,370,43,402,990,38.862559241706165,265,26.767676767676768
2024-01-01,HERE Wallet,368,260,1018,1586,68.24324324324324,311,19.60907944514502
2024-01-01,berryclub.ek.near,364,9,37,72,5.714285714285714,5,6.944444444444445
2024-01-01,Neko,342,117,1071,3293,81.81818181818183,1093,33.19161858487701
2024-01-01,Mintbase,327,50,236,406,0.10084033613445378,52,12.807881773399016
2024-01-01,meteor-points.near,289,2,10,1705,8.526413345690456,509,29.853372434017594
2024-01-01,Learn NEAR Club,280,197,663,2042,20.17241379310345,848,41.52791380999021
2024-01-01,blackdragon.tkn.near,279,198,5487,5918,94.11764705882352,401,6.775937816830011
2024-01-01,Jump Finance,259,58,431,971,85.0,157,16.168898043254377
2024-01-01,meteor-rewards.near,255,239,1373,2326,66.62636033857315,367,15.778159931212382
2024-01-01,Pembrock,218,68,162,433,86.03351955307262,79,18.244803695150118
2024-01-01,Cryptoheroes,131,3,45,103,0.0,3,2.912621359223301
2024-01-01,Zomland,98,24,144,235,42.857142857142854,18,7.659574468085106
2024-01-01,veax.near,83,14,90,144,25.0,23,15.972222222222221
2024-01-01,v1.lpos-market.near,76,25,131,220,100.0,37,16.818181818181817
2024-01-01,TradePort,59,16,114,275,69.23076923076923,37,13.454545454545455
2024-01-01,Bodega Lab,52,10,74,195,61.53846153846154,18,9.230769230769232
2024-01-01,Burrow,51,31,320,1103,55.4054054054054,244,22.12148685403445
2024-01-01,celo.token.a11bd.near,48,3,14,57,11.11111111111111,7,12.280701754385964
2024-01-01,core.namesky.near,46,20,58,127,22.137404580152673,32,25.196850393700785
2024-01-01,world.pumpopoly.near,45,19,39,56,0.0,2,3.571428571428571
2024-01-01,stake.secretskelliessociety.near,38,3,46,148,0.0,1,0.6756756756756757
2024-01-01,asac.near,37,7,66,190,100.0,10,5.263157894736842
2024-01-01,Few and Far,35,6,64,167,75.0,5,2.9940119760479043
2024-01-01,cookie.nekotoken.near,34,11,118,651,90.9090909090909,159,24.42396313364055
2024-01-01,Land 2 Empire,33,33,86,167,100.0,4,2.3952095808383236
2024-01-01,tinkerunion_nft.enleap.near,28,16,112,341,36.36363636363637,49,14.369501466275661
2024-01-01,Octopus,24,4,72,185,100.0,3,1.6216216216216217
2024-01-01,v1.jumbo_exchange.near,24,3,36,117,14.285714285714285,30,25.64102564102564
2024-01-01,meta-vote.near,23,18,63,331,36.507936507936506,86,25.981873111782477
2024-01-01,myriadcore.near,22,14,68,179,6.666666666666667,38,21.22905027932961
2024-01-01,token.jumbo_exchange.near,20,7,66,194,60.0,34,17.525773195876287
2024-01-01,nearton-staking.near,19,8,36,125,0.0,0,0.0
2024-01-01,Cheddar Farm,17,13,51,125,33.33333333333333,19,15.2
2024-01-01,spin-nft-contract.near,17,6,23,62,0.0,2,3.225806451612903
2024-01-01,house_nearcrash.near,17,9,32,101,50.0,35,34.65346534653465
2024-01-01,staking.enleap.near,16,14,89,255,0.0,13,5.098039215686274
2024-01-01,Playible,16,7,62,96,16.129032258064516,3,3.125
2024-01-01,king04.near,16,12,22,142,55.376344086021504,26,18.30985915492958
2024-01-01,1000-7.near,16,15,37,56,0.0,0,0.0
2024-01-01,launchpad.jumpfinance.near,15,11,70,336,100.0,65,19.345238095238095
2024-01-01,hak.tkn.near,14,9,63,104,66.66666666666666,19,18.269230769230766
2024-01-01,marmaj.tkn.near,14,11,86,257,23.333333333333332,36,14.007782101167315
2024-01-01,secretskelliessociety.near,13,6,23,77,0.0,4,5.194805194805195
2024-01-01,dclv2.ref-labs.near,13,6,82,220,52.38095238095239,42,19.090909090909093
2024-01-01,El Cafe Cartel,13,7,39,113,0.0,4,3.5398230088495577
2024-01-01,staking-v1.jumbo_exchange.near,13,3,19,58,0.0,10,17.24137931034483
2024-01-01,app.popula.near,12,5,28,70,30.0,5,7.142857142857142
2024-01-01,devgovgigs,11,2,11,105,35.714285714285715,3,2.857142857142857
2024-01-01,nearnautnft.near,10,3,33,127,100.0,6,4.724409448818897
2024-01-01,ASAC,10,7,32,75,100.0,6,8.0
2024-01-01,fusotao-token.near,10,4,53,126,11.11111111111111,21,16.666666666666664
2024-01-01,d3c.near,10,7,8,66,97.82608695652173,0,0.0
2024-01-01,Megapont,9,7,35,81,100.0,6,7.4074074074074066
2024-01-01,SeatLab,9,4,27,69,10.0,6,8.695652173913043
2024-01-01,nft.herewallet.near,7,6,24,56,66.66666666666666,3,5.357142857142857
2024-01-01,Realis Network,7,3,28,105,16.666666666666664,29,27.61904761904762
2024-01-01,nft.goodfortunefelines.near,7,5,33,195,80.0,24,12.307692307692308
2024-01-01,c.tkn.near,7,5,50,84,100.0,16,19.047619047619047
2024-01-01,undead.secretskelliessociety.near,7,3,30,100,100.0,1,1.0
2024-01-01,cars.raddx.near,6,5,87,338,42.2077922077922,13,3.8461538461538463
2024-01-01,cartelgen1.neartopia.near,6,3,29,99,100.0,7,7.07070707070707
2024-01-01,Phoenix Bonds,6,3,40,141,73.91304347826086,22,15.602836879432624
2024-01-01,abr.a11bd.near,6,4,25,59,20.0,6,10.16949152542373
2024-01-01,utopia.secretskelliessociety.near,5,3,70,210,0.0,8,3.8095238095238098
2024-01-01,thebullishbulls.near,5,3,33,53,50.0,0,0.0
2024-01-01,token.bocachica_mars.near,5,2,26,82,16.666666666666664,9,10.975609756097562
2024-01-01,sol.token.a11bd.near,5,3,64,175,45.83333333333333,38,21.714285714285715
2024-01-01,nexp.near,5,4,29,81,0.0,1,1.2345679012345678
2024-01-01,atocha-token.near,5,3,26,63,11.76470588235294,14,22.22222222222222
2024-01-01,pre.meteor-token.near,5,4,612,1114,49.89858012170386,54,4.847396768402154
2024-01-01,token.trmr-tkn.near,4,2,130,130,100.0,47,36.15384615384615
2024-01-01,y2z.near,4,1,1,80,97.61904761904762,1,1.25
2024-01-01,bridge.a11bd.near,4,2,31,95,60.0,22,23.157894736842106
2024-01-01,coin.asac.near,3,3,30,82,100.0,9,10.975609756097562
2024-01-01,mara-smartcontract.near,3,3,16,73,100.0,3,4.10958904109589
2024-01-01,e-near.near,3,3,30,73,22.22222222222222,22,30.136986301369863
2024-01-01,grimms.secretskelliessociety.near,3,2,13,60,0.0,1,1.6666666666666667
2024-01-01,drip.popula.near,3,2,8,56,40.625,5,8.928571428571429
2024-01-01,near-punks.near,2,2,36,90,0.0,1,1.1111111111111112
2024-01-01,I-AM-HUMAN,2,2,32,247,0.0,192,77.7327935222672
2024-01-01,apollo42.near,2,1,20,59,100.0,8,13.559322033898304
2024-01-01,nearhorizon.near,1,1,10,52,50.0,14,26.923076923076923
2024-01-01,dogenear.tkn.near,1,1,20,95,100.0,28,29.47368421052631
2024-01-01,nft.classykangaroosv2.near,1,1,23,55,0.0,2,3.6363636363636362
2024-01-01,token.skyward.near,1,1,12,59,100.0,6,10.16949152542373
2024-01-01,mrbrownproject.near,1,1,23,109,0.0,5,4.587155963302752
2024-01-01,v2.ref-farming.near,0,0,22,90,0.0,0,0.0
2024-01-01,v1.ncaptcha.near,0,0,6,619,25.0,3,0.48465266558966075
2024-01-01,nickyron.near,0,0,0,63,100.0,0,0.0
2024-01-01,dbio.near,0,0,39,140,4.545454545454546,11,7.857142857142857
2024-01-01,encuestasv1.metademocracia_dao.near,0,0,0,311,1.7857142857142856,307,98.71382636655949
2024-01-01,bounties.heroes.near,0,0,7,51,61.111111111111114,3,5.88235294117647
2024-01-01,ff.nekotoken.near,0,0,35,143,100.0,16,11.188811188811188
2024-01-01,Boca Chica,0,0,20,127,0.0,0,0.0
2024-01-01,bob.tkn.near,0,0,90,90,100.0,23,25.555555555555554
2024-01-01,jankeazz.near,0,0,0,97,100.0,0,0.0
2024-01-01,driskiani.near,0,0,426,2005,100.0,2001,99.80049875311721
2024-01-01,hacuong.near,0,0,1,54,100.0,0,0.0
2024-01-01,kays.near,0,0,641,651,12.552301255230125,206,31.643625192012287
2024-01-01,tphat2616.near,0,0,3,109,100.0,60,55.04587155963303
2024-01-01,cookiejar.nekotoken.near,0,0,2,71,100.0,12,16.901408450704224
2024-01-01,lncernft.learnclub.near,0,0,4,54,60.0,5,9.25925925925926
2023-12-31,Overall,3503555,1760642,7636592,15041288,51.80033577236238,12353016,82.12738164444427
2023-12-31,Kai-Ching,1675681,1534384,6736276,12391407,79.28348475857297,10700770,86.35637583367249
2023-12-31,OTHER,663193,15483,120815,588426,34.386468579186676,373881,63.53917060089119
2023-12-31,inscription.near,590517,1787,11342,25032,77.08200890019073,9623,38.442793224672414
2023-12-31,Sweat Economy,308970,109449,455545,1096570,37.345051206633826,272382,24.839453933629407
2023-12-31,Play Ember,108297,99204,343654,1309753,12.177870858995734,1249526,95.40165206722183
2023-12-31,NEAR Crowd,53875,714,1089,1334,0.0,0,0.0
2023-12-31,Orderly,18417,643,3992,11923,73.8,698,5.854231317621404
2023-12-31,REF,8112,190,7199,9842,75.86750788643532,1772,18.004470636049582
2023-12-31,priceoracle.near,8055,27,162,359,56.25,29,8.07799442896936
2023-12-31,Wrapped NEAR,5793,1467,10341,21135,78.42362241339224,5668,26.81807428436243
2023-12-31,SPIN,4008,16,88,322,22.22222222222222,35,10.869565217391305
2023-12-31,Staking Pools,3766,2130,8099,18820,34.479371316306484,5783,30.727948990435706
2023-12-31,Rainbow Bridge,2211,827,4792,14567,53.74376039933444,2007,13.777716757053614
2023-12-31,berryclub.ek.near,1321,11,37,72,5.555555555555555,5,6.944444444444445
2023-12-31,NEAR Social,1110,744,5092,23118,77.69680796469261,4855,21.000951639415174
2023-12-31,pager.herewallet.near,1029,821,895,900,25.59241706161137,472,52.44444444444445
2023-12-31,v2.keypom.near,917,169,211,248,14.893617021276595,162,65.32258064516128
2023-12-31,USDT,897,459,2528,7234,27.85888077858881,2130,29.4442908487697
2023-12-31,Exchanges,586,419,4883,13090,13.938789088489687,10241,78.23529411764706
2023-12-31,HERE Wallet,582,266,948,1484,63.26530612244898,265,17.857142857142858
2023-12-31,neat.nrc-20.near,572,279,4437,12719,98.89676910953507,3263,25.65453258904002
2023-12-31,Stader,566,10,69,195,20.0,7,3.5897435897435894
2023-12-31,Neko,443,133,1157,3248,82.8125,1086,33.43596059113301
2023-12-31,Learn NEAR Club,427,242,668,2043,20.223752151462996,848,41.50758688203622
2023-12-31,Metapool,391,77,508,1334,45.33333333333333,225,16.866566716641678
2023-12-31,blackdragon.tkn.near,379,264,5707,5796,100.0,394,6.797791580400276
2023-12-31,meteor-points.near,374,2,11,1763,8.933002481389577,523,29.66534316505956
2023-12-31,Paras,370,106,955,2139,65.81632653061224,279,13.043478260869565
2023-12-31,Jump Finance,368,84,541,955,85.0,158,16.544502617801047
2023-12-31,LiNEAR,367,50,420,978,35.68075117370892,269,27.505112474437627
2023-12-31,token.lonkingnearbackto2024.near,302,156,1686,1686,97.95918367346938,715,42.408066429418746
2023-12-31,mint.sharddog.near,239,27,326,385,40.909090909090914,39,10.129870129870131
2023-12-31,meteor-rewards.near,237,195,1454,2246,66.99147381242388,353,15.716829919857526
2023-12-31,veax.near,220,21,87,142,21.052631578947366,23,16.19718309859155
2023-12-31,Pembrock,206,44,114,393,77.64705882352942,76,19.338422391857506
2023-12-31,Zomland,177,29,152,236,42.857142857142854,18,7.627118644067797
2023-12-31,pay.herewallet.near,164,110,153,179,23.076923076923077,87,48.60335195530726
2023-12-31,Playible,149,30,59,95,16.129032258064516,3,3.1578947368421053
2023-12-31,gear.enleap.near,144,128,1350,2249,97.92626728110599,408,18.141396176078256
2023-12-31,Mintbase,128,29,219,378,0.10083186286866651,43,11.375661375661375
2023-12-31,v1.lpos-market.near,89,22,131,215,100.0,38,17.674418604651162
2023-12-31,Cryptoheroes,67,6,47,103,0.0,3,2.912621359223301
2023-12-31,Burrow,59,40,349,1109,56.94444444444444,244,22.00180342651037
2023-12-31,world.pumpopoly.near,58,26,39,56,50.0,2,3.571428571428571
2023-12-31,celo.token.a11bd.near,57,4,14,56,11.11111111111111,7,12.5
2023-12-31,Octopus,47,14,75,191,100.0,3,1.5706806282722512
2023-12-31,TradePort,45,18,124,266,69.23076923076923,35,13.157894736842104
2023-12-31,cookie.nekotoken.near,43,17,146,645,90.9090909090909,154,23.875968992248062
2023-12-31,discovol.octopus-registry.near,30,2,20,53,100.0,1,1.8867924528301887
2023-12-31,near-punks.near,30,10,37,90,0.0,1,1.1111111111111112
2023-12-31,devgovgigs,29,4,11,110,35.714285714285715,3,2.727272727272727
2023-12-31,Land 2 Empire,29,29,91,167,100.0,4,2.3952095808383236
2023-12-31,launchpad.jumpfinance.near,26,19,91,336,100.0,66,19.642857142857142
2023-12-31,Cheddar Farm,25,13,44,119,33.33333333333333,19,15.966386554621847
2023-12-31,nft.classykangaroosv2.near,25,6,25,55,0.0,2,3.6363636363636362
2023-12-31,thebullishbulls.near,22,4,34,51,50.0,0,0.0
2023-12-31,grimms.secretskelliessociety.near,21,2,19,58,0.0,1,1.7241379310344827
2023-12-31,tinkerunion_nft.enleap.near,21,12,133,336,40.0,49,14.583333333333334
2023-12-31,meta-vote.near,20,11,59,323,41.07142857142857,78,24.148606811145513
2023-12-31,dclv2.ref-labs.near,18,6,91,221,50.0,45,20.361990950226243
2023-12-31,staking.enleap.near,17,15,103,250,0.0,11,4.3999999999999995
2023-12-31,marmaj.tkn.near,17,17,91,252,24.137931034482758,34,13.492063492063492
2023-12-31,fusotao-token.near,16,11,55,126,10.0,21,16.666666666666664
2023-12-31,Few and Far,16,4,62,166,60.0,5,3.0120481927710845
2023-12-31,staking-v1.jumbo_exchange.near,15,6,22,59,0.0,10,16.94915254237288
2023-12-31,Realis Network,15,4,30,104,12.903225806451612,29,27.884615384615387
2023-12-31,1000-7.near,15,15,30,52,0.0,0,0.0
2023-12-31,core.namesky.near,15,9,42,114,20.930232558139537,34,29.82456140350877
2023-12-31,cars.raddx.near,15,11,95,337,42.58064516129032,12,3.5608308605341246
2023-12-31,token.jumbo_exchange.near,14,12,79,195,50.0,35,17.94871794871795
2023-12-31,pre.meteor-token.near,13,11,645,1112,49.59349593495935,55,4.946043165467626
2023-12-31,asac.near,13,5,84,185,75.0,10,5.405405405405405
2023-12-31,hak.tkn.near,12,7,67,102,66.66666666666666,19,18.627450980392158
2023-12-31,secretskelliessociety.near,12,5,32,73,0.0,4,5.47945205479452
2023-12-31,cartelgen1.neartopia.near,12,4,34,99,100.0,7,7.07070707070707
2023-12-31,myriadcore.near,12,10,78,178,6.666666666666667,36,20.224719101123593
2023-12-31,king04.near,11,8,14,134,51.075268817204304,26,19.402985074626866
2023-12-31,v2.ref-farming.near,11,5,25,91,0.0,0,0.0
2023-12-31,SeatLab,11,8,28,69,10.0,5,7.246376811594203
2023-12-31,house_nearcrash.near,11,5,27,99,50.0,35,35.35353535353536
2023-12-31,v1.jumbo_exchange.near,10,5,43,116,0.0,31,26.72413793103448
2023-12-31,app.popula.near,10,3,29,71,31.428571428571427,6,8.450704225352112
2023-12-31,c.tkn.near,9,8,53,82,66.66666666666666,16,19.51219512195122
2023-12-31,dbio.near,9,9,48,143,4.545454545454546,11,7.6923076923076925
2023-12-31,coin.asac.near,8,5,36,80,100.0,9,11.25
2023-12-31,bridge.a11bd.near,8,5,35,98,60.0,20,20.408163265306122
2023-12-31,undead.secretskelliessociety.near,7,3,40,98,100.0,1,1.0204081632653061
2023-12-31,dogenear.tkn.near,7,1,28,95,100.0,28,29.47368421052631
2023-12-31,Phoenix Bonds,7,4,42,141,75.0,22,15.602836879432624
2023-12-31,nexp.near,7,6,34,83,0.0,1,1.2048192771084338
2023-12-31,nearton-staking.near,7,5,41,121,0.0,0,0.0
2023-12-31,sol.token.a11bd.near,7,6,69,176,40.0,37,21.022727272727273
2023-12-31,ff.nekotoken.near,7,3,51,143,50.0,16,11.188811188811188
2023-12-31,mrbrownproject.near,6,2,32,109,0.0,5,4.587155963302752
2023-12-31,token.trmr-tkn.near,6,3,129,129,100.0,47,36.434108527131784
2023-12-31,Megapont,6,4,35,76,100.0,6,7.894736842105263
2023-12-31,nearnautnft.near,6,3,38,125,100.0,6,4.8
2023-12-31,nft.herewallet.near,5,5,19,52,50.0,3,5.769230769230769
2023-12-31,El Cafe Cartel,5,3,44,110,0.0,4,3.6363636363636362
2023-12-31,ASAC,5,4,33,71,100.0,6,8.450704225352112
2023-12-31,Bodega Lab,4,1,74,190,58.97435897435898,19,10.0
2023-12-31,mara-smartcontract.near,4,3,19,73,100.0,3,4.10958904109589
2023-12-31,kays.near,4,4,641,651,12.552301255230125,206,31.643625192012287
2023-12-31,abr.a11bd.near,4,4,26,60,0.0,7,11.666666666666666
2023-12-31,Boca Chica,4,4,23,135,0.0,0,0.0
2023-12-31,spin-nft-contract.near,4,2,24,57,0.0,2,3.508771929824561
2023-12-31,nft.goodfortunefelines.near,4,4,44,194,80.0,24,12.371134020618557
2023-12-31,apollo42.near,4,3,23,58,100.0,8,13.793103448275861
2023-12-31,atocha-token.near,3,3,26,62,6.25,15,24.193548387096776
2023-12-31,e-near.near,3,3,29,73,33.33333333333333,20,27.397260273972602
2023-12-31,token.skyward.near,3,2,16,60,100.0,6,10.0
2023-12-31,d3c.near,3,2,3,60,97.82608695652173,0,0.0
2023-12-31,registry.i-am-human.near,3,1,4,53,0.0,1,1.8867924528301887
2023-12-31,utopia.secretskelliessociety.near,2,2,90,208,0.0,8,3.8461538461538463
2023-12-31,drip.popula.near,2,1,7,59,36.84210526315789,4,6.779661016949152
2023-12-31,bounties.heroes.near,2,2,7,51,58.82352941176471,4,7.8431372549019605
2023-12-31,token.bocachica_mars.near,1,1,30,86,16.666666666666664,8,9.30232558139535
2023-12-31,y2z.near,1,1,2,80,97.61904761904762,1,1.25
2023-12-31,lncernft.learnclub.near,1,1,4,54,50.0,6,11.11111111111111
2023-12-31,I-AM-HUMAN,0,0,34,245,0.0,192,78.36734693877551
2023-12-31,nearhorizon.near,0,0,9,52,46.666666666666664,14,26.923076923076923
2023-12-31,encuestasv1.metademocracia_dao.near,0,0,0,467,18.181818181818183,464,99.3576017130621
2023-12-31,nickyron.near,0,0,0,63,100.0,0,0.0
2023-12-31,v1.ncaptcha.near,0,0,6,619,25.0,3,0.48465266558966075
2023-12-31,jankeazz.near,0,0,0,97,100.0,0,0.0
2023-12-31,hacuong.near,0,0,1,54,100.0,0,0.0
2023-12-31,driskiani.near,0,0,625,2005,100.0,2003,99.9002493765586
2023-12-31,cookiejar.nekotoken.near,0,0,20,71,100.0,12,16.901408450704224
2023-12-31,bob.tkn.near,0,0,90,90,100.0,23,25.555555555555554
2023-12-31,stake.secretskelliessociety.near,0,0,55,145,0.0,1,0.6896551724137931
2023-12-31,tphat2616.near,0,0,3,109,100.0,60,55.04587155963303
2023-12-30,Overall,12359139,576951,7321997,14727263,52.69941750521977,12051099,81.82850404722181
2023-12-30,inscription.near,10693541,10561,11181,27198,84.37703848662753,12972,47.69468343260534
2023-12-30,Kai-Ching,683628,412265,6443639,12157182,79.04738276341294,10473907,86.1540692571683
2023-12-30,OTHER,525255,21314,121375,585287,33.82781801998683,373314,63.78306711066537
2023-12-30,Sweat Economy,250527,84860,475662,1094366,37.529617070783026,271876,24.843242571498017
2023-12-30,Play Ember,55481,53204,300625,1235121,12.633593349601982,1175241,95.15189200086469
2023-12-30,NEAR Crowd,35843,735,1091,1330,0.0,0,0.0
2023-12-30,Orderly,19032,609,4054,11902,73.47826086956522,710,5.965383969080826
2023-12-30,priceoracle.near,10500,35,166,352,53.333333333333336,29,8.238636363636363
2023-12-30,REF,7295,273,7416,9801,73.33333333333333,1821,18.579736761554944
2023-12-30,Wrapped NEAR,7216,1909,10310,20751,76.62269129287598,5969,28.764878801021638
2023-12-30,SPIN,5664,21,104,318,22.22222222222222,35,11.0062893081761
2023-12-30,Staking Pools,3283,1053,8000,18327,32.55904743314464,5663,30.89976537349266
2023-12-30,NEAR Social,3182,2156,4639,23157,77.42442088731842,6522,28.16426998315844
2023-12-30,Rainbow Bridge,2401,649,4838,14165,53.333333333333336,1930,13.625132368513942
2023-12-30,neat.nrc-20.near,1307,613,4426,12591,99.48270287746524,3881,30.823604161702807
2023-12-30,blackdragon.tkn.near,1141,784,5546,5607,87.87878787878788,388,6.9199215266631
2023-12-30,Exchanges,747,616,5121,13001,13.711544823023486,10173,78.24782709022384
2023-12-30,USDT,726,355,2446,7024,27.774371551195586,2032,28.929384965831435
2023-12-30,LiNEAR,707,77,438,968,36.13861386138614,269,27.789256198347108
2023-12-30,HERE Wallet,697,283,909,1430,61.53846153846154,240,16.783216783216783
2023-12-30,Stader,558,14,71,197,20.0,7,3.5532994923857872
2023-12-30,Paras,525,158,998,2110,66.49746192893402,268,12.701421800947868
2023-12-30,meteor-points.near,510,2,10,1857,9.045226130653267,564,30.37156704361874
2023-12-30,Neko,464,178,1235,3197,80.32786885245902,1068,33.40631842352205
2023-12-30,Metapool,432,79,522,1317,42.48366013071895,219,16.62870159453303
2023-12-30,veax.near,424,48,87,139,27.77777777777778,21,15.107913669064748
2023-12-30,kays.near,405,394,641,651,12.552301255230125,206,31.643625192012287
2023-12-30,meteor-rewards.near,311,229,1651,2196,66.78876678876678,339,15.437158469945356
2023-12-30,gear.enleap.near,248,216,1587,2194,97.2027972027972,394,17.958067456700093
2023-12-30,token.lonkingnearbackto2024.near,247,146,1580,1580,57.47126436781609,698,44.17721518987342
2023-12-30,Zomland,230,54,145,231,47.61904761904761,17,7.35930735930736
2023-12-30,Mintbase,229,21,221,360,0.09244474325573578,43,11.944444444444445
2023-12-30,Learn NEAR Club,229,75,660,2044,20.17241379310345,848,41.48727984344423
2023-12-30,Jump Finance,200,44,690,932,66.66666666666666,157,16.84549356223176
2023-12-30,v2.keypom.near,120,32,58,97,28.000000000000004,53,54.63917525773196
2023-12-30,pager.herewallet.near,106,96,107,118,5.769230769230769,125,105.93220338983052
2023-12-30,Burrow,102,52,417,1094,53.73134328358209,241,22.02925045703839
2023-12-30,Octopus,96,9,74,187,100.0,3,1.6042780748663104
2023-12-30,v1.lpos-market.near,90,35,137,210,100.0,38,18.095238095238095
2023-12-30,celo.token.a11bd.near,81,4,17,56,11.11111111111111,7,12.5
2023-12-30,pre.meteor-token.near,71,71,645,1108,48.78048780487805,55,4.9638989169675085
2023-12-30,cars.raddx.near,63,36,92,334,42.94871794871795,12,3.592814371257485
2023-12-30,v1.jumbo_exchange.near,60,8,48,114,0.0,30,26.31578947368421
2023-12-30,cookie.nekotoken.near,54,24,152,633,81.81818181818183,145,22.906793048973142
2023-12-30,world.pumpopoly.near,44,18,37,57,50.0,2,3.508771929824561
2023-12-30,Cryptoheroes,43,2,48,106,0.0,4,3.7735849056603774
2023-12-30,Few and Far,41,14,68,166,60.0,5,3.0120481927710845
2023-12-30,Land 2 Empire,37,27,93,169,100.0,4,2.366863905325444
2023-12-30,discovol.octopus-registry.near,33,3,19,52,100.0,1,1.9230769230769231
2023-12-30,token.jumbo_exchange.near,33,7,78,191,40.0,32,16.75392670157068
2023-12-30,mint.sharddog.near,28,11,327,363,40.909090909090914,38,10.46831955922865
2023-12-30,Pembrock,26,12,92,382,85.61643835616438,75,19.63350785340314
2023-12-30,dclv2.ref-labs.near,26,11,100,218,50.0,46,21.100917431192663
2023-12-30,nearton-staking.near,26,6,49,122,0.0,0,0.0
2023-12-30,core.namesky.near,23,11,40,108,20.155038759689923,29,26.851851851851855
2023-12-30,c.tkn.near,23,11,49,75,100.0,15,20.0
2023-12-30,mrbrownproject.near,19,5,39,108,0.0,5,4.62962962962963
2023-12-30,TradePort,18,9,128,260,69.23076923076923,33,12.692307692307692
2023-12-30,staking.enleap.near,18,14,117,248,0.0,10,4.032258064516129
2023-12-30,tinkerunion_nft.enleap.near,17,10,147,333,40.0,46,13.813813813813812
2023-12-30,pay.herewallet.near,17,14,48,72,14.285714285714285,42,58.333333333333336
2023-12-30,marmaj.tkn.near,15,15,86,239,14.814814814814813,32,13.389121338912133
2023-12-30,app.popula.near,15,7,30,71,31.428571428571427,6,8.450704225352112
2023-12-30,Realis Network,14,5,32,104,12.5,28,26.923076923076923
2023-12-30,launchpad.jumpfinance.near,14,11,155,337,100.0,69,20.474777448071215
2023-12-30,El Cafe Cartel,14,6,50,111,0.0,3,2.7027027027027026
2023-12-30,near-punks.near,12,5,36,88,0.0,1,1.1363636363636365
2023-12-30,king04.near,12,5,22,130,48.924731182795696,26,20.0
2023-12-30,Bodega Lab,11,7,82,195,58.97435897435898,18,9.230769230769232
2023-12-30,Playible,11,9,64,96,16.129032258064516,3,3.125
2023-12-30,bridge.a11bd.near,11,5,34,96,60.0,20,20.833333333333336
2023-12-30,house_nearcrash.near,10,6,27,98,50.0,35,35.714285714285715
2023-12-30,staking-v1.jumbo_exchange.near,10,3,22,58,0.0,9,15.517241379310345
2023-12-30,undead.secretskelliessociety.near,10,4,45,96,100.0,1,1.0416666666666665
2023-12-30,fusotao-token.near,10,8,56,122,10.0,20,16.39344262295082
2023-12-30,meta-vote.near,10,6,54,322,42.30769230769231,80,24.84472049689441
2023-12-30,Cheddar Farm,9,6,48,112,33.33333333333333,18,16.071428571428573
2023-12-30,stake.secretskelliessociety.near,9,2,65,146,0.0,1,0.684931506849315
2023-12-30,nexp.near,9,7,36,82,0.0,1,1.2195121951219512
2023-12-30,coin.asac.near,9,5,40,77,100.0,9,11.688311688311687
2023-12-30,sol.token.a11bd.near,9,7,68,173,39.130434782608695,38,21.965317919075144
2023-12-30,utopia.secretskelliessociety.near,8,7,114,208,0.0,8,3.8461538461538463
2023-12-30,nft.goodfortunefelines.near,6,6,52,194,100.0,24,12.371134020618557
2023-12-30,cartelgen1.neartopia.near,6,2,38,97,100.0,7,7.216494845360824
2023-12-30,hak.tkn.near,6,4,69,101,66.66666666666666,17,16.831683168316832
2023-12-30,token.trmr-tkn.near,5,4,129,129,100.0,47,36.434108527131784
2023-12-30,ff.nekotoken.near,5,3,58,142,50.0,16,11.267605633802818
2023-12-30,atocha-token.near,5,5,27,61,6.25,15,24.59016393442623
2023-12-30,nearnautnft.near,4,3,40,122,100.0,6,4.918032786885246
2023-12-30,devgovgigs,4,2,15,117,56.25,3,2.564102564102564
2023-12-30,asac.near,4,3,89,182,75.0,10,5.4945054945054945
2023-12-30,Boca Chica,4,4,23,135,0.0,0,0.0
2023-12-30,SeatLab,4,2,24,63,0.0,5,7.936507936507936
2023-12-30,Phoenix Bonds,3,3,45,139,79.16666666666666,22,15.827338129496402
2023-12-30,myriadcore.near,3,2,79,178,0.0,36,20.224719101123593
2023-12-30,secretskelliessociety.near,3,2,37,73,0.0,3,4.10958904109589
2023-12-30,token.bocachica_mars.near,3,3,33,88,16.666666666666664,8,9.090909090909092
2023-12-30,abr.a11bd.near,3,3,24,59,0.0,7,11.864406779661017
2023-12-30,mara-smartcontract.near,2,2,18,72,100.0,3,4.166666666666666
2023-12-30,lncernft.learnclub.near,2,2,4,54,50.0,6,11.11111111111111
2023-12-30,drip.popula.near,2,1,6,59,36.84210526315789,4,6.779661016949152
2023-12-30,spin-nft-contract.near,1,1,23,56,0.0,2,3.571428571428571
2023-12-30,nearhorizon.near,1,1,11,54,46.666666666666664,14,25.925925925925924
2023-12-30,e-near.near,1,1,28,71,22.22222222222222,22,30.985915492957744
2023-12-30,v1.ncaptcha.near,1,1,6,619,25.0,3,0.48465266558966075
2023-12-30,bounties.heroes.near,1,1,7,55,52.94117647058824,5,9.090909090909092
2023-12-30,berryclub.ek.near,1,1,32,66,5.555555555555555,5,7.575757575757576
2023-12-30,y2z.near,0,0,2,80,97.61904761904762,1,1.25
2023-12-30,token.skyward.near,0,0,18,58,100.0,6,10.344827586206897
2023-12-30,apollo42.near,0,0,23,56,100.0,8,14.285714285714285
